Distant_Historical	Earlier this year, Edwards said he planned to retire and arranged a sale of the mortgage firm to Tampa-based HomeBancorp.
Distant_Historical	But the deal fell apart.
Cause_General	Today he’s focusing on staying in business.
Distant_Evaluation	''I had run this company for 20 years, and I took a couple of years off to do something fun,'' he said.
Distant_Evaluation	''So I’m back doing it now and paying attention to what’s going on.''
Error	Jeff Harrington can be reached at jharrington@tampabay.com or (727) 893-8242.
Error	EDS: ADDS how Brahmi died to fifth graf; ADDS graf to end, beginning “The top human rights ...”); (This article is part of TIMES EXPRESS.
Error	It is a condensed version of a story that will appear in tomorrow’s New York Times.
Error	);
Main	TUNIS, Tunisia - Tunisia, birthplace of the Arab Spring revolutionary movement, was plunged into a new political crisis Thursday when assassins shot an opposition party leader outside his home in a hail of gunfire.
Main_Consequence	It was the second political assassination in Tunisia since February, and quickly incited protests blaming Ennahda, the moderate Islamist party that leads the government.
Main_Consequence	Crowds of protesters gathered outside the offices of the Interior Ministry in Tunis, the capital, calling on Ennahda to relinquish power, and security forces were deployed to contain them.
Main_Consequence	The Associated Press reported that protests erupted in other cities, including Sidi Bouzid, the impoverished town where the Tunisian revolution began, and in the nearby town of Meknassi, where angry demonstrators burned down the local Ennahda headquarters.
Distant_Evaluation	Ennahda issued a statement calling the assassination “cowardly and despicable.” The leader of Ennahda, Rachid al-Ghannouchi, said on Tunisian radio: “This is a crime against the democratic transition of Tunisia.
Distant_Evaluation	The classic question is: Who is behind this?
Distant_Evaluation	I don’t think that any political party would want this.”
Main	TAP, Tunisia’s official news agency, said the victim was Mohamed Brahmi.
Main	Brahmi, 58, leader of the Arab nationalist People’s Party, was felled by several bullets outside his residence in Ariana, a suburb of Tunis.
Main	Other local Tunisian media said a pair of gunmen had shot Brahmi at least 11 times as he sat in a car with his daughter and that the killers escaped on a moped.
Main_Consequence	At a hospital where Brahmi’s body was taken, dozens of protesters gathered to denounce Ennahda.
Distant_Anecdotal	“Ghannouchi is an assassin!” said a woman draped in a Tunisian flag.
Distant_Anecdotal	Others shouted: “The Islamists are vampires!”
Distant_Anecdotal	Noomen Toumi, one of the protesters at the hospital, said he believed Islamist extremists might have been behind the assassination of Brahmi.
Distant_Anecdotal	“It has to be someone who is against democracy,” he said.
Cause_General	The assassination, which coincided with celebrations for the 56th anniversary of Tunisian statehood after independence from France, came as Tunisia was still grappling with a democratic transition following the January 2011 revolution that toppled the country’s autocratic leader, Zine El Abidine Ben Ali, and forced him into exile.
Distant_Historical	The Tunisian revolution was the catalyst that spawned similar uprisings in Egypt, Libya, Yemen and Syria.
Distant_Evaluation	The top human rights official at the United Nations, Navi Pillay, expressed shock at the killing of Brahmi and urged “the authorities to immediately launch a prompt and transparent investigation to ensure that the people who carried out this crime are held accountable.”
Error	EDNOTES: (FOR USE BY NEW YORK TIMES NEWS SERVICE CLIENTS)
Main	A company alleged to have used deceptive practices to sell supplemental health insurance to veterans and other Massachusetts residents will pay more than $5 million to settle, Attorney General Martha Coakley said Tuesday.
Cause_General	The settlement, now totaling $5.25 million, represents an increase of $1.5 million over an earlier agreement reached between Coakley’s office and Life Insurance Company of North America, in July 2012.
Cause_Specific	The increase in restitution to consumers and penalties is a result of the insurer’s failure to meet the conditions of the original settlement, Coakley said.
Distant_Evaluation	''LINA’s failures to comply fully with its obligations under the consent judgment are unacceptable,'' Coakley said in a statement.
Distant_Expectations_Consequences	''This amendment will ensure that all Massachusetts consumers entitled to relief under the settlement will receive restitution from this company and will help further our ongoing efforts to ensure access to mental health services to veterans and their families.''
Distant_Evaluation	In a statement, the insurance company said it believes it complied with the provisions of the initial settlement and will continue to return premiums, as it has been doing, to affected Massachusetts residents.
Distant_Evaluation	The amended accord, the company said, clarifies both parties’ understanding of the agreement.
Distant_Evaluation	''While the company agreed to pay a fine to avoid costly and time-consuming litigation,'' the statement added, ''the settlement recognizes LINA’s good-faith belief that it did not represent or market these products as 'health care insurance.'
Distant_Evaluation	''
Cause_Specific	Coakley’s initial complaint charged that the company used deceptive methods to market health insurance to veterans, especially those from World War II.
Cause_Specific	It used direct mail and Internet solicitations to make the insurance appear to be a government program, exaggerating benefits, misrepresenting coverage limits, and making false claims about its rates, according to the attorney general’s office.
Cause_Specific	It also denied coverage based on preexisting conditions, which is illegal in Massachusetts, according to the complaint.
Cause_Specific	More than 1,000 Massachusetts consumers bought the policies, according to Coakley’s office.
Cause_Specific	The initial settlement required the company to identify all consumers who had purchased supplemental insurance and refund premiums, minus any insurance claims paid by the insurer.
Cause_Specific	But many customers have not received their payments, Coakley said.
Cause_Specific	Coakley’s office went back to court to ensure the company would meet its obligations.
Cause_General	In an amended settlement, the company agreed to pay an additional $750,000 in restitution to consumers, bringing the total to $3.5 million.
Cause_General	It also agreed to pay an additional $375,000 in penalties and $375,000 to fund mental health services for veterans, on top of the $1 million in the original settlement.
Main_Consequence	That brings the total the insurer has agreed to pay the state as a deterrent to $1.75 million, Coakley’s office said.
Main_Consequence	Last month, with funds from the original settlement, the attorney general’s office awarded $500,000 in grants to five organizations to provide mental health services to veterans.
Error	EDS: SUBS lede to RECAST.
Error	);
Main	LOS ANGELES - A year after Daniel Chong, a San Diego college student, was found hallucinating and suffering from kidney failure inside a Drug Enforcement Administration holding cell where he had been accidentally left for four days, the agency has agreed to compensate him for his ordeal.
Main	The federal government has agreed to pay Chong $4.1 million, Julia Yoo, one of his lawyers, said this week.
Distant_Historical	Chong’s lawyers filed a legal claim seeking $20 million last year.
Distant_Evaluation	“It was an accident,” Chong, now 25, said at a news conference Tuesday to announce the settlement, “a really, really bad, terrible accident.”
Distant_Evaluation	Chong was picked up last year during a raid on his friend’s house, where he and some friends had gathered to smoke marijuana.
Distant_Historical	Chong, a student at the University of California, San Diego, and the other suspects were taken to DEA offices, where he was interviewed.
Distant_Historical	Agents told Chong that he would be released, he said, and he was taken to a holding cell to wait for what he was told would be a few minutes.
Distant_Historical	Instead, he was forgotten inside the cell for four days.
Distant_Historical	Without food or water, he drank his own urine, contemplated taking his own life and tried to scratch a goodbye note to his mother into his arm.
Distant_Evaluation	When agents found him on the fifth day, he thought he might be minutes from death.
Distant_Historical	He spent several days in a hospital intensive care unit, where he was treated for severe dehydration and kidney failure.
Distant_Evaluation	Over the past year, his lawyers said, he has continued to suffer from post-traumatic stress disorder.
Distant_Evaluation	“His doctor said this was one of the worst cases of stress he had ever seen,” Eugene G. Iredale, one of Chong’s lawyers, said in an interview Wednesday.
Distant_Historical	The DEA issued an apology shortly after Chong was found in the cell.
Cause_General	A spokeswoman for the agency Wednesday refused to comment on the settlement but confirmed that the detention policies had been changed.
Cause_General	The Office of the Inspector General in the Justice Department was reviewing the case.
Error	This article is part of TIMES EXPRESS.
Error	It is a condensed version of a story that will appear in tomorrow’s New York Times.
Error	);
Main	Three former high-ranking Penn State officials, including the university’s former president, Graham B. Spanier, were ordered Tuesday to stand trial on charges that they were part of a cover-up related to the child sexual abuse scandal involving former football coach Jerry Sandusky.
Cause_Specific	After a two-day preliminary hearing this week, Harrisburg District Judge William Werner decided there was enough evidence against Spanier, retired university vice president Gary Schultz and former athletic director Tim Curley to proceed with a trial, which could start later this year.
Distant_Expectations_Consequences	That would be the next public chapter of the scandal, which threw the university and its most prominent athletic program into turmoil.
Cause_General	Two weeks ago, Penn State’s board of trustees authorized the payment of about $60 million to settle claims made by dozens of Sandusky’s victims.
Cause_Specific	The numerous charges against the men include perjury, conspiracy and endangering the welfare of children.
Cause_Specific	During the preliminary hearing, prosecutors accused the men of knowing of abuse allegations against Sandusky but failing to properly report them.
Cause_Specific	They are also accused of hiding information from investigators and lying to a grand jury.
Distant_Historical	The allegations stem from an incident in 2001, in which former Penn State assistant coach Mike McQueary said he saw Sandusky molesting a boy in a university shower.
Cause_Specific	At Sandusky’s trial, McQueary testified that he reported the incident to Joe Paterno - Penn State’s famed former coach - Curley and Schultz.
Distant_Evaluation	Curley and Schultz have said McQueary did not make it clear the act was sexual in nature.
Distant_Evaluation	Spanier denied knowing the full nature of the incident.
Distant_Evaluation	But emails between the three men revealed that Spanier, Curley and Schultz had decided in 2001 to confront Sandusky themselves, instead of reporting the allegations.
Distant_Historical	“The only downside for us is if the message isn’t 'heard’ and acted upon, and we then become vulnerable for not having reported it,” Spanier wrote at the time.
Distant_Historical	The emails also included discussion of abuse allegations against Sandusky from 1998.
Cause_Specific	Spanier had testified to a grand jury that he had not been aware of the 1998 allegations.
Cause_Specific	McQueary testified this week that Paterno had told him that the university botched its response to the Sandusky scandal and warned him that he would be made the scapegoat.
Distant_Historical	McQueary said Paterno told him, “Old Main screwed up,” referencing the landmark campus building that houses the offices of the president and other administrators.
Error	This article is part of TIMES EXPRESS.
Error	It is a condensed version of a story that will appear in tomorrow’s New York Times.
Error	);
Main	Pages from the diary of a chief Hitler aide, Alfred Rosenberg, missing since the conclusion of the Nuremberg trials of Nazi leaders nearly 70 years ago, were briefly displayed Thursday for the first time by the federal investigators who helped recover them.
Distant_Expectations_Consequences	The diary, handwritten on loose-leaf pages with entries dating from 1936 through 1944, is likely to offer new insights into the decision to exterminate the Jews, infighting among top Nazi officials and the plunder of Europe’s art, said scholars at the U.S.
Distant_Expectations_Consequences	Holocaust Memorial Museum in Washington.
Distant_Evaluation	It offers a window “into the mind of a dark soul,” said John T. Morton, director of the federal Immigration and Customs Enforcement agency, which investigates lost and stolen cultural property.
Cause_General	Although parts of Rosenberg’s diary are in the National Archives, and excerpts have been published in German, most of this first-person account remains unknown.
Distant_Evaluation	The tangled journey of the diary could itself be the subject of a television mini-series.
Distant_Historical	According to the Holocaust museum, after the trials ended, and Rosenberg was hanged in 1946, Robert M.W.
Distant_Historical	Kempner, a Nuremberg prosecutor, received permission from the office of the chief of counsel of war crimes to keep documents “for purposes of writing, lecturing and study.” With that brief approval in hand, Kempner took the diary, along with thousands of other documents, back to his home in Landsdowne, Pa.
Distant_Historical	After Kempner died in 1993, the Holocaust museum negotiated a deal with his sons to collect his papers, said Henry Mayer, the museum’s senior adviser on archives.
Distant_Historical	Legal wrangling over the estate delayed the transfer, and when the museum finally picked up the documents in 1999, the diary and other materials were not among them.
Distant_Historical	Federal agents tracked a batch of missing papers to Herbert Richardson, an academic publisher and former professor in Lewiston, N.Y., and a friend of one of Kempner’s longtime secretaries.
Distant_Historical	He turned over some documents, but the diary was not among them, Mayer explained.
Distant_Historical	The museum kept up the search, and it led again to Richardson.
Cause_Specific	He turned the pages over to federal agents in April, and the museum authenticated them.
Distant_Expectations_Consequences	Morton declined to comment on the investigation, but he said that when the government’s civil forfeiture process was completed, the diary would be turned over to the museum.
Distant_Evaluation	There are “fewer and fewer living victims and witnesses to the horror of the Third Reich,” he said, which makes the original documents of that era all the more important.
Error	This article is part of TIMES EXPRESS.
Error	It is a condensed version of a story that will appear in tomorrow’s New York Times.
Error	);
Main	DETROIT - A federal bankruptcy judge on Wednesday cleared the way for Detroit’s bankruptcy case to go forward without legal challenges.
Main	The decision by Judge Steven Rhodes of U.S. Bankruptcy Court freezes all litigation against the city during the bankruptcy process and consolidates state-level legal challenges to Detroit’s Chapter 9 filing into the federal bankruptcy case.
Distant_Evaluation	The federal bankruptcy court has “exclusive jurisdiction” over the case, he said, adding, “There is no case law that holds otherwise.”
Distant_Evaluation	It was a dramatic beginning to the largest municipal bankruptcy case in American history.
Distant_Evaluation	The judge was attempting to put to rest a legal spat that began almost immediately after Detroit filed for bankruptcy last Thursday, the largest American city ever to do so.
Cause_Specific	On Friday a state judge, Judge Rosemarie Aquilina of Ingham County Circuit Court, ruled that the filing violated the state constitution, which protects the pensions of retired public employees.
Distant_Expectations_Consequences	The city has been expected to seek reductions in pensions in bankruptcy court as part of its broader efforts to reduce Detroit’s estimated $18 billion in debts and other obligations.
Cause_Specific	Aquilina’s ruling was appealed by the state attorney general to the Michigan Court of Appeals, which on Tuesday issued a stay of her order pending their appellate decision.
Main	But on Wednesday, in the first hearing on the Chapter 9 case, Rhodes approved a motion by the city’s emergency financial manager, Kevyn D. Orr, to freeze all litigation against the city during the bankruptcy process.
Main_Consequence	The move effectively gives Rhodes the authority to rule on the issues raised by retired public employees regarding their pensions.
Main_Consequence	Rhodes also granted a second motion by the emergency manager that extends protection from litigation to Gov.
Main_Consequence	Rick Snyder of Michigan and other state officials.
Cause_Specific	Last week, Snyder accepted the city’s emergency manager’s recommendation and ordered Detroit to file for Chapter 9.
Distant_Evaluation	Both Snyder and Orr have said that a bankruptcy filing was the only option to settle Detroit’s crushing debt.
Cause_General	As the case began, protesters gathered outside the federal courthouse downtown.
Error	This article is part of TIMES EXPRESS.
Error	It is a condensed version of a story that will appear in tomorrow’s New York Times.
Error	);
Distant_Expectations_Consequences	ROME - When Cécile Kyenge accepted the post of minister of integration in Prime Minister Enrico Letta’s center-left government, she knew that as Italy’s first black national official she would be breaking new ground.
Distant_Evaluation	What she may not have expected was the stream of racial slurs that have accompanied her first eight weeks in office.
Cause_General	Death threats have been posted on Facebook, and in one case this month, a City Council member in Padua called for Kyenge to be raped so that she could “understand” what victims felt.
Cause_General	The councilor, Dolores Valandro, who made the comment in a discussion about a woman said to have been raped by an African man, was subsequently expelled from her party, the anti-immigrant Northern League.
Cause_General	The verbal attacks have been worrying enough that Kyenge, 48, who was born in the Democratic Republic of Congo and moved to Italy at 19, now travels with heightened security.
Distant_Evaluation	She has so far chosen not to respond directly to her detractors but instead has praised the many who have spoken out in her support to underscore the need for Italians to strive for civility.
Distant_Evaluation	“It’s up to the institutions, to the population, to give a response to these attacks,” Kyenge said in a recent interview in her stately office in central Rome.
Distant_Evaluation	If discussion alone were the goal, then Kyenge’s appointment would have already succeeded.
Main	It has opened a national debate on the tension between the increasingly multicultural nature of Italian society and the undercurrent of racism that is increasingly difficult for Italians to ignore.
Distant_Evaluation	Experts who track immigration issues say that more subtle and insidious forms of racism are pervasive in Italy as it struggles to come to terms with its rapidly changing demographics.
Distant_Historical	In 2011, immigrants made up 7.5 percent of Italy’s population, more than double the percentage of just a decade before.
Distant_Evaluation	That influx has combined with Italy’s long economic crisis in ways that have frequently confused or obfuscated the causes of the malaise, with immigrants serving as easy scapegoats.
Distant_Evaluation	“Kyenge - the first black person, the first immigrant - became minister in a very difficult, tense moment,” said Ferruccio Pastore, director of the International and European Forum for Migration Research in Turin.
Distant_Evaluation	“It will be a test of the maturity of the political system, of the civil maturity of Italians.
Distant_Evaluation	It’s an important test.”
Main	Gyula Horn, a former leader of Hungary who in 1989 ripped a hole in the Iron Curtain, helping to set off months of tumultuous change in which communist governments in Eastern Europe fell one after the other, died Wednesday in Budapest.
Cause_General	He was 80.
Cause_General	The Hungarian government announced the death.
Cause_Specific	He had been hospitalized since 2007 with what was reported to be a brain malfunction.
Distant_Evaluation	Horn’s life encompassed much of the history of 20th-century Hungary.
Distant_Historical	His father, a communist, was executed by the Nazis occupying Hungary in 1944.
Distant_Historical	Gyula (pronounced JOO-la) also became a hard-line communist, serving in militia units that hunted down government opponents during their revolt in 1956.
Distant_Historical	The rebels lynched his brother, also a communist.
Distant_Evaluation	As foreign minister, as Moscow’s grip on Eastern Europe slipped, Horn proved nimble as a newly minted, nonideological, pragmatic reformer in helping to lead Hungary away from communism.
Distant_Historical	Elected prime minister as a socialist in 1994, he angered Hungarians by cutting social programs to stanch raging inflation.
Distant_Historical	Horn’s indelible image was a photograph taken of him and Alois Mock, the Austrian foreign minister, on June 27, 1989, cutting through once-electrified barbed wire on the border between their two countries.
Distant_Evaluation	The men seemed to be tearing the Iron Curtain, the daunting symbol of the ideological rivalry and actual physical boundary between communist and non-communist Europe.
Distant_Historical	The truth was that the removal of the fence had begun two months earlier, because it was badly in need of repair.
Distant_Evaluation	But the critical meaning of the stunt - which dozens of photographers were invited to document - was that it provoked no reaction in the Soviet Union, although it had tens of thousands of troops stationed in Hungary.
Distant_Evaluation	Horn said his purpose was to create “an irreversible situation.”
Distant_Evaluation	Events accelerated.
Distant_Historical	East Germans, who had long gone to Hungary to meet with West German friends and relatives, refused to return home.
Distant_Historical	The border police turned a blind eye when several hundred slipped across to Austria during a picnic Aug. 19.
Distant_Historical	Three weeks after the picnic, Horn appeared on Hungarian television and announced that the East Germans were free to cross the border.
Distant_Historical	Two months later, the Berlin Wall was breached and communist dictatorships began to fall.
Distant_Historical	In 1990, Horn was awarded the Charlemagne Prize - whose winners include Winston Churchill and Vaclav Havel, the former Czech president - for laying “one of the foundation stones for European unity.” The prize is given by the city of Aachen, Germany.
Distant_Historical	Gyula Horn was born July 5, 1932, in Budapest, the capital.
Distant_Historical	The third of eight children, he was raised in a working-class district of the city.
Distant_Historical	After the Gestapo killed his father, he went to work at 11 in manual labor jobs.
Distant_Historical	In 1950 he was sent to Russia to study accounting at an economics institute in Rostov on Don.
Distant_Historical	He returned to work in Hungary’s Finance Ministry.
Distant_Historical	He joined the Foreign Ministry in 1959 and served as a diplomat in Bulgaria and Romania before working his way up to deputy foreign minister in 1985 and foreign minister in 1989.
Distant_Historical	After Hungarians rebelled against the communist government in 1956, he joined a brigade that helped hunt down and arrest democratic activists.
Distant_Evaluation	He never denied taking these actions, but said he had never hurt anybody.
Distant_Historical	Nonetheless, two Hungarian presidents vetoed his nomination for high national awards in 2002 and 2007 because of his actions during and after the uprising.
Distant_Historical	In the 1970s, Horn worked cautiously to liberalize government controls in Hungary in an experiment that came to be known as “goulash communism.” As even that system collapsed, he was instrumental in transforming the Communist Party into the Hungarian Socialist Party.
Distant_Historical	He became the party’s chairman in 1990.
Distant_Historical	He was elected to Parliament the same year and retained his seat until 2010.
Distant_Historical	In the 1994 election, he led the Socialists to a majority.
Distant_Historical	But in forming a government he included liberals as a way to reassure Hungarians and foreigners who were concerned that the former Communist Party might regain power.
Distant_Historical	He stepped down after his party lost in 1998.
Cause_General	Horn is survived by his wife, Anna Kiraly; a daughter, Anna; and a son, Gyula Jr.
Main	Bausch & Lomb, the eye care company, agreed Monday to sell itself to Valeant Pharmaceuticals International of Canada for about $8.7 billion, sidestepping the lengthier process of an initial public offering.
Distant_Expectations_Consequences	Under the terms of the deal, Valeant will pay $4.5 billion to the investor group that owns Bausch & Lomb, led by the private equity firm Warburg Pincus.
Distant_Expectations_Consequences	It will also spend about $4.2 billion to repay Bausch & Lomb’s debt.
Distant_Evaluation	The deal continues the flurry of deal-making in the health care industry, as companies seek to buy the growth they are hard-pressed to generate on their own.
Cause_General	Announced merger volume in the sector this year is up 14 percent from the period a year earlier, even as takeovers have fallen 8 percent.
Distant_Evaluation	Valeant, which is based in Laval, Quebec, has made acquisitions a core part of its growth strategy.
Cause_General	The Bausch & Lomb deal is the company’s biggest yet, over three times larger than the $2.6 billion purchase of the skin care company Medicis Pharmaceutical last year.
Distant_Expectations_Consequences	Adding Bausch & Lomb, a giant maker of contact lens solution and surgical devices, will significantly bolster Valeant’s offerings in the sector.
Distant_Expectations_Consequences	Bausch & Lomb will absorb its new parent’s existing ophthalmology operations, creating a business that is expected to generate over $3.5 billion in net revenue this year.
Distant_Evaluation	“We believe it’s a great move for the company,” J. Michael Pearson, Valeant’s chief executive, said in an interview by phone.
Distant_Evaluation	“There’s an opportunity for a lot of singles and doubles here.”
Distant_Expectations_Consequences	The takeover also means a tidy payday for Warburg Pincus, which led a $4.5 billion leveraged buyout of Bausch & Lomb in 2007.
Cause_General	The firm already benefited from a $772 million special dividend Bausch & Lomb paid out in March, the bulk of which went to its controlling investor group.
Distant_Expectations_Consequences	Through the deal, Warburg Pincus is expected to reap a return of as much as three times its original investment, according to a person briefed on the matter.
Distant_Historical	Warburg Pincus had begun exploring a sale or initial public offering for Bausch & Lomb late last year, and held preliminary talks with a number of potential bidders.
Distant_Evaluation	Among them was Valeant, though Pearson said that at the time he and his board could not justify paying the more than $10 billion Warburg Pincus was seeking.
Cause_General	Instead, Bausch & Lomb filed for an initial public offering in March.
Cause_General	Until last month, Valeant was pursuing a takeover of a different company, the generic drugmaker Actavis, in what would have been a deal worth over $13 billion.
Cause_Specific	When those talks collapsed, Valeant then pivoted to Bausch & Lomb.
Cause_General	Pearson said the bulk of the work on Monday’s transaction took place over last week, with much of the initial due diligence having been completed already.
Cause_General	Though Valeant’s offer was lower than the valuation Bausch & Lomb would have fetched in an initial offering, it allowed Warburg Pincus to exit its investment quickly.
Distant_Expectations_Consequences	Taking the eye care company public would have meant a more gradual sale over two to three years.
Distant_Expectations_Consequences	The transaction is expected to close in the third quarter, pending regulatory approval.
Distant_Evaluation	Pearson said that while integrating Bausch & Lomb would take some time, Valeant will continue to pursue what he described as smaller “tuck in” acquisitions.
Distant_Evaluation	But deal-making will remain a core part of the company’s growth plans.
Distant_Evaluation	“Our strategy is our strategy,” he said.
Distant_Expectations_Consequences	“Our aspiration is to become the most valuable pharmaceutical company in the world.”
Main	MEXICO CITY - Guatemalan officials rousted an imprisoned former president Friday and put him on a plane to the U.S. to face long-pending corruption charges.
Cause_General	The extradition of the former president, Alfonso Portillo, who had fought being sent to the U.S. for two years, caught much of Guatemala by surprise and came amid complaints about the country’s willingness to attack impunity among elites.
Cause_General	The extradition followed a high court decision this week to annul a genocide verdict against a former dictator, Gen. Efraín Ríos Montt, who had been convicted of trying to annihilate an indigenous group during Guatemala’s nearly four-decade civil war, which ended in 1996.
Cause_General	On Monday the court found procedural problems in the trial and ruled that part of it must be repeated.
Cause_Specific	Portillo, who was president from 2000 to 2004, faces charges in U.S. court in New York of conspiring to launder about $70 million of his country’s funds through U.S. banks.
Distant_Expectations_Consequences	As police officers put him on a plane, swarmed by reporters, Portillo said he was being “kidnapped” and predicted that he would be back when the case fell apart.
Distant_Historical	After leaving office, he worked in Mexico as a financial adviser until he was extradited to Guatemala in 2008 to face embezzlement charges.
Distant_Historical	In 2010, the U.S. filed its own charges against him for what a prosecutor called “converting the office of the Guatemalan presidency into his personal ATM.”
Distant_Historical	The following year, he was acquitted in the Guatemala case, but the U.S. continued to push for his prosecution.
Cause_General	He has been held in prison and in a military hospital, where he was treated for liver and heart ailments.
Cause_General	He was flown to the U.S. in an air ambulance.
Cause_General	On Friday morning the interior minister authorized his transfer, a decision that the U.S. Embassy called “an important affirmation of the rule of law and due process.”
Distant_Evaluation	The timing stirred skepticism among analysts, coming as international criticism of the justice system had grown after the erratic course of the Ríos Montt case.
Cause_General	Protesters took to the streets of Guatemala City on Friday to denounce the court’s decision to nullify the verdict.
Distant_Evaluation	Anita J. Isaacs, a professor at Haverford College who studies Guatemala, said the decision to extradite Portillo had to be seen as an attempt to divert attention from the overturning of the Ríos Montt verdict.
Error	EDNOTES: (FOR USE BY NEW YORK TIMES NEWS SERVICE CLIENTS)
Error	scandal
Error	system
Error	upheld © 2013 The New York Times
Main	The state’s highest court has ruled that judges have the authorÂity to stay the sentences of so-called Dookhan defendants who are seeking new trials, upholding the legal framework created to review hundreds of cases tied to the state drug lab scandal.
Main	In a decision issued Monday, the Supreme Judicial Court ruled that the ''exceptional circumstances’' surrounding convictions tied to Annie Dookhan, the former state chemist who allegedly falsified suspected drug samples, gave Superior Court judges the power to free defendants who are challenging their convictions.
Main	''The allegations of misÂconduct at the Hinton drug lab have given rise to serious concerns about defendants who may be incarcerated as a consequence of tainted convictions,'' the ruling stated.
Main	''Thus, a defendant’s motion to stay the execution of his sentence should be decided in an expeditious manner.''
Distant_Evaluation	While largely procedural, the decision highlighted the swirl of legal questions surrounding Dookhan-related cases, which have flooded the judicial system and led to the release of hundreds of defendants, more than 300 from state prisons and more from county facilities.
Distant_Historical	Last fall, Essex County prosecutors contested motions to stay sentences in more than 50 cases involving allegedly tainted drug evidence, contending that the judge lacked the authority to stay sentences in the absence of a pending appeal.
Main	The court disagreed, saying ''the interest of justice is not served by the continued imprisonment of a defendant who may be entitled to a new trial.''
Main	''The magnitude of the allegations of serious and far-reaching misconduct by Dookhan at the Hinton drug lab cannot be overstated,'' the ruling stated.
Main	''The alleged misconduct may have compromised thousands of Âcases.''
Cause_Specific	Dookhan faces a host of criminal charges related to misÂhandling or falsifying drug evidence.
Cause_Specific	She has pleaded not guilty.
Distant_Evaluation	Matthew Segal, legal director of the American Civil Liberties Union of Massachusetts, said the decision marked a ''complete Ârejection’' of prosecutors’ attempt to challenge the system set up to handle the Dookhan cases.
Distant_Evaluation	''It said the exact procedure being used is fine,'' he said.
Distant_Evaluation	The court went a step further, Segal said, in indicating that Dookhan’s involvement in cases may be enough to warrant a new trial.
