8,Bank's tight grip on cash is ill-advised,"This has gotten personal, and I’m not going to let it go,'' Yaffe said Monday."
1,Bank's tight grip on cash is ill-advised,"''Who would ever think that if you give your money to a bank, they won’t give it back to you when you ask for it?''"
5,Bank's tight grip on cash is ill-advised,"This story begins more than 30 years ago when Yaffe began turning his spare cash into cashier’s checks at Central Fidelity Bank in Richmond, Va., where he was an optometrist."
1,Bank's tight grip on cash is ill-advised,"The idea, he said, was to have emergency funds to take with him on long sailing trips."
5,Bank's tight grip on cash is ill-advised,"The checks, totaling $11,800, went unused and Yaffe stashed them in a safe deposit box when he retired to Sarasota a short time later."
5,Bank's tight grip on cash is ill-advised,"With his medical condition worsening and a transplant or dialysis likely, Yaffe, 73, retrieved the checks last year, figuring his prescription costs would soon skyrocket."
2,Bank's tight grip on cash is ill-advised,"He deposited the funds in an account, but Wells Fargo soon notified him that the checks were invalid."
2,Bank's tight grip on cash is ill-advised,"The bank, Yaffe said, told him they could not find the necessary paper trail."
5,Bank's tight grip on cash is ill-advised,"Central Fidelity was sold to Wachovia in 1998, and Wachovia was acquired by Wells Fargo in 2009."
3,Bank's tight grip on cash is ill-advised,"The Virginia Department of Treasury found a record for one of the checks in unclaimed funds and sent Yaffe $1,800."
5,Bank's tight grip on cash is ill-advised,"The agency said the other $10,000 was reclaimed by Central Fidelity in 1987, according to Sarasota’s Herald-Tribune, which originally reported the story."
2,Bank's tight grip on cash is ill-advised,"That’s when Yaffe took the matter to court, and won a judgment last month for the $10,000 plus interest accrued from the time he tried to deposit the checks."
3,Bank's tight grip on cash is ill-advised,"Wells Fargo has since filed an appeal, saying Florida law has a five-year statute of limitations on cashier’s checks."
1,Bank's tight grip on cash is ill-advised,"''We are abiding by the law,'' said Wells Fargo spokeswoman Kathy Harrison."
1,Bank's tight grip on cash is ill-advised,''The judge in this case elected to ignore the case law that supports it.
1,Bank's tight grip on cash is ill-advised,"It’s an unfortunate situation, and now that it’s in litigation, there is not much more we can do or say.''"
3,Bank's tight grip on cash is ill-advised,"Today’s cashier’s checks typically carry disclaimers saying they will be voided if not cashed in a specified period of time, often 90 days or six months."
1,Bank's tight grip on cash is ill-advised,Yaffe said there were no time limits written on his checks in 1982.
8,Bank's tight grip on cash is ill-advised,"Even if the judgment is upheld in appeals, Yaffe says a portion of the $10,000 will go to attorney fees."
8,Bank's tight grip on cash is ill-advised,"And so a sick man might lose a large chunk of money, and a bank risks looking greedy and coldhearted."
1,Bank's tight grip on cash is ill-advised,"At this point Wells Fargo would be justified if it was worried about setting a legal precedent, but a little compassion a year ago could have avoided the whole mess."
6,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,EDS: CHANGES headline; EDITS 3rd graf to add name of State Dept.
6,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"spokesman and confirmation of death; EDITS graf beginning “In recent days, both...” to detail U.S. travel advisory regarding Egypt; MINOR edits; (This article is part of TIMES EXPRESS."
6,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,It is a condensed version of a story that will appear in tomorrow’s New York Times.
6,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,);
3,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"CAIRO - At least three people were killed and hundreds were injured across Egypt on Friday, as anti-government protesters ransacked Muslim Brotherhood offices and tens of thousands of supporters and opponents of President Mohammed Morsi held dueling rallies in the capital."
3,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"While the protests in Cairo remained peaceful, deadly clashes erupted in the port city of Alexandria, where protesters set fire to the Brotherhood’s headquarters."
0,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"Security officials said that among the victims was a U.S. citizen, a man stabbed to death near the headquarters."
1,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"The security official said it was not clear who had attacked the man, and the official was not able to provide information about a second victim in the city."
0,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"A State Department spokesman, Patrick Ventrell, confirmed that a U.S. citizen was killed in Alexandria but said he had no further information."
8,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"The violence Friday provided a dark prelude to planned mass protests Sunday by Morsi’s opponents, who are demanding that the president step down and early elections be held."
1,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,Fears about possible violence at the marches have preoccupied the country for weeks and further split Egypt’s deeply polarized political class.
8,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"In recent days, both the army and Egypt’s highest religious authority have warned about the potential for deadly civil strife."
3,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"On Friday, the United States warned its citizens to defer “nonessential” travel to Egypt and said it was allowing some of its embassy employees and their families to leave the country because of the political unrest."
3,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,At least seven people have been killed in violent episodes over the past three days outside Cairo.
3,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"The Muslim Brotherhood, Egypt’s largest Islamist party and the movement that brought Morsi to power, said several of its supporters were killed in attacks on its offices and on mosques."
3,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"In Cairo, tens of thousands of people took to the streets in competing protests that remained separate, and as a result, largely peaceful."
3,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"Anti-government protesters gathered in Tahrir Square, around the Defense Ministry and in front of the presidential palace, which has been ringed with new barriers, including concrete blocks and shipping containers."
1,AMERICAN AMONG 3 KILLED IN EGYPT AS UNREST SPREADS,"Calls for Morsi to resign have intensified as Egypt lurches from crisis to crisis, the most recent one over the endless gas lines that have clogged roads around the country."
0,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"LONDON - Tony Hayward was appointed interim chairman of the mining company Glencore Xstrata on Thursday, almost three years after he resigned as chief executive of BP in the wake of a huge oil spill in the Gulf of Mexico."
2,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"The appointment of Hayward, currently a senior independent director at the company, comes after the departure of Glencore Xstrata’s chairman, John Bond, who failed to receive enough shareholder support at an investor meeting Thursday to retain his position."
1,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"The new role represents a significant turnaround for Hayward, who was widely criticized for his role in the aftermath of the Deepwater Horizon oil spill in 2010."
3,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"Since leaving BP, Hayward has become chief executive of Genel Energy, which is exploring for energy reserves in northern Iraq."
8,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"Hayward will step down from his new position at Glencore Xstrata as soon as a new chairman is appointed, according to a company statement."
3,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,The executive shuffle at the top of Glencore Xstrata is the most recent management change after the commodities giant Glencore International completed its $30 billion all-stock takeover of the mining company Xstrata on May 2.
3,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"As part of the deal, Xstrata’s chief executive, Mick Davis, announced that he was leaving the merged company earlier than had been expected, while a number of his top lieutenants have also departed."
3,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"Steve Robson, a company director, announced his resignation Thursday."
1,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"Bond, 71, a former chief executive and chairman of the British bank HSBC, had previously said he would step down as Glencore Xstrata chairman as soon as a successor could be found."
3,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,He had faced anger in November when shareholders voted against multimillion-dollar bonuses that were aimed at retaining some of Xstrata’s senior managers.
3,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"On Thursday, however, Bond, who received less than 20 percent approval from investors to be reappointed chairman, told shareholders he did not have enough support to continue in his role."
1,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"“I recognize and respect the strong opposition among many to the retention arrangements which the board felt appropriate to ensure management stability,” Bond said in a statement, in reference to the vetoed bonuses."
3,FORMER BP CHIEF EMERGES AS INTERIM CHAIRMAN AT GLENCORE XSTRATA,"The changes come as the chief executive, Ivan Glasenberg, has announced plans to reduce costs at Glencore Xstrata."
0,MAN LINKED BY U.S. TO HEZBOLLAH IS ARRESTED IN BRAZIL,"RIO DE JANEIRO – The Brazilian police have arrested a businessman listed by the United States as a member of Hezbollah, the powerful Lebanese militant group, under suspicion of operating a fraudulent scheme in the clothing industry – a far cry from the arms, drugs, explosives and counterfeit bills that U.S. officials have suspected him of trafficking in the past."
0,MAN LINKED BY U.S. TO HEZBOLLAH IS ARRESTED IN BRAZIL,"Officials with Brazil’s Civil Police said the suspect, Hamzi Ahmad Barakat, 50, a Lebanese citizen with ties to the Triple Frontier region of Brazil, Argentina and Paraguay, was arrested Thursday in the city of Curitiba in southern Brazil in connection with creating a network of front companies to defraud Lebanese immigrants who had recently arrived in Brazil."
1,MAN LINKED BY U.S. TO HEZBOLLAH IS ARRESTED IN BRAZIL,"The arrest focuses new attention on the Triple Frontier, a smuggler’s haven that has long been under the scrutiny of intelligence agencies from the United States, Israel and South American nations."
5,MAN LINKED BY U.S. TO HEZBOLLAH IS ARRESTED IN BRAZIL,"In 2006, the Treasury Department designated Barakat as a member of Hezbollah and said he owned and managed a store in Paraguay that “served as a source of funding” for the group, which the United States considers a terrorist organization."
